cluster,block_height,output_index,derived_p2pkh_address,amount_btc,script_type,source
E,17165,0,15aiow4zpVYq529fGw15Ta75VMUSULGbFg,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17166,0,1DwHChA6yH8esRnL1HGp8Y7VFxsNsarhYW,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17167,0,1BwufogpTdAGFCuDQjgYsHBGQTBpbwxX9c,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17168,0,116gjEc5aSP6ZDpyRav4ZXacvPL1Z6ACK,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17169,0,132MX8nemqQtKMjNPSDpAPkpMEQinrpd7U,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17170,0,1NKMSr5GrZREfkzwkQVEo1DZJLrJq2a6tH,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17171,0,1FDng39ozxjPdVAVFBMVLS78shutaw31Tb,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17172,0,1LC4qFQoQUrjAC4uT7gWQPSqwuvUYwBAfM,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17173,0,15p3fwZVGgmHdHfXqqy3pB2pzPZ9ZA51NG,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17174,0,1KoMVoBgcor4CLzo1YSs7PY58YGcJaVvRm,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17175,0,16zxfUCfXsxVhF3BnK1abLC7TLsVLvjEnX,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17177,0,11gbibW5B2vMvhDLB3NTbJbuwU8ZwzfRV,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
E,17179,0,15SCv1LRcxaU58jGYCaiFCPuxoUNHh8TNY,50.0,p2pk,https://raw.githubusercontent.com/bensig/patoshi-addresses/main/patoshi_pubkeys_COMPLETE.csv
